student_rno,student_password,student_name,student_gender,student_dob,student_email,student_contact,year_of_enrollment,student_current_year,student_cpi,student_incentive_points,department_id,program_id,allocated_jaf,allocation_timestamp
190000921,bFyvUTre5Jvi4RLP,Niteesh Alwadhi,M,2000-04-28 00:00:00,niteesh.alwadhi13@iitb.ac.in,8923432812,2019,4,6.06,16,5,4,NULL,NULL
190000922,KosruJc5AWmhJGLm,Vikas Pal,M,2000-03-02 00:00:00,vikas.pal98@iitb.ac.in,7102240072,2019,4,8.89,24,7,4,NULL,NULL
210000923,RYRGtbCANXsKa5VX,Punya Pradhan,M,1995-03-02 00:00:00,punya.pradhan13@iitb.ac.in,9222987273,2021,2,8.93,10,17,6,NULL,NULL
180000924,RuoTXXP5Vy5FjJdV,Pradosh Bhaskar,F,1999-10-08 00:00:00,pradosh.bhaskar87@iitb.ac.in,8674718150,2018,5,6.28,18,14,2,NULL,NULL
210000925,aSYYYXFmxjksHHyI,Sitaram Reddy,M,1993-06-09 00:00:00,sitaram.reddy33@iitb.ac.in,7379600622,2021,2,6.15,10,7,5,NULL,NULL
210000926,KlTvg6Bqk44NvSu4,Vishwa Dutt,Other,1994-04-09 00:00:00,vishwa.dutt35@iitb.ac.in,9807601670,2021,2,7.18,24,8,11,NULL,NULL
190000927,5cxYgyrth97IHdOk,Gargi Fatima,M,2000-05-19 00:00:00,gargi.fatima18@iitb.ac.in,7850856336,2019,4,8.61,10,14,4,NULL,NULL
210000928,K30Msi9UNSJ4IsOb,Hatchinghoi Ruqaiya,F,1994-07-10 00:00:00,hatchinghoi.ruqaiya34@iitb.ac.in,7724190531,2021,2,7.72,28,1,9,NULL,NULL
180000929,hHCmrG8aIyXzt7IO,Harshini Kapoor,F,1999-09-14 00:00:00,harshini.kapoor46@iitb.ac.in,8750622765,2018,5,8.15,24,8,2,NULL,NULL
180000930,6ClGEjA0fI40yfYp,Govindam Majeed,F,2000-01-31 00:00:00,govindam.majeed44@iitb.ac.in,7248326365,2018,5,7.65,20,16,2,NULL,NULL
210000931,nahJsNcbg2OEwLn3,Rupeshwary Upadhyay,F,1993-03-28 00:00:00,rupeshwary.upadhyay97@iitb.ac.in,7711385716,2021,2,7.42,30,2,5,NULL,NULL
190000932,vVR71XGV0gMRQ2dB,Manas Chopra,Other,1999-09-01 00:00:00,manas.chopra75@iitb.ac.in,9226472132,2019,4,6.54,28,1,3,NULL,NULL
210000933,FYRYalFUhKvABdP4,Vertika Singh,M,1994-12-18 00:00:00,vertika.singh82@iitb.ac.in,7126803641,2021,2,8.66,20,11,6,NULL,NULL
210000934,GVrrM8ZewWpVCBHH,Mritunjay Tulshidas,M,1993-10-06 00:00:00,mritunjay.tulshidas25@iitb.ac.in,8843068055,2021,2,9.04,14,12,6,NULL,NULL
190000935,M9AASYuf1cDaXwpE,Priyanshu Bais,M,2000-01-25 00:00:00,priyanshu.bais68@iitb.ac.in,9013881562,2019,4,8.0,14,23,3,NULL,NULL
180000936,91iBC0jNSKKXOoBC,Vibha Bhardwaj,M,2001-08-28 00:00:00,vibha.bhardwaj37@iitb.ac.in,7355136764,2018,5,7.21,12,7,2,NULL,NULL
190000937,L5Kq92dpkGKsGaZu,Ahad Kannaujia,F,2000-09-10 00:00:00,ahad.kannaujia86@iitb.ac.in,7563362888,2019,4,7.4,24,18,3,NULL,NULL
210000938,RzI0dY18NZ4thGkc,Khushi Dutta,M,1996-03-01 00:00:00,khushi.dutta73@iitb.ac.in,8334539639,2021,2,6.89,12,6,8,NULL,NULL
210000939,usuDphtVewm7cO4m,Shiromani Nanwani,F,1993-08-04 00:00:00,shiromani.nanwani23@iitb.ac.in,8486821043,2021,2,9.16,28,14,11,NULL,NULL
210000940,APRN9lxvJmFU2KjU,Anjali Naaz,M,1994-08-06 00:00:00,anjali.naaz90@iitb.ac.in,7748015330,2021,2,8.51,18,17,8,NULL,NULL
190000941,lksTHIehSYJpJaFk,Samarth Negi,F,1999-03-23 00:00:00,samarth.negi59@iitb.ac.in,9786479119,2019,4,7.31,26,11,4,NULL,NULL
180000942,XaJgT2jIzL2D3nft,Prateek Adhya,M,2001-04-05 00:00:00,prateek.adhya59@iitb.ac.in,9561617989,2018,5,8.53,28,16,2,NULL,NULL
210000943,yFUKfPLXwbnYYf5w,Raju Tibrewal,F,1993-10-29 00:00:00,raju.tibrewal7@iitb.ac.in,8254228964,2021,2,9.05,20,3,8,NULL,NULL
190000944,yrEsHBaarWPKghNy,Jenamani Rawat,M,1999-02-23 00:00:00,jenamani.rawat6@iitb.ac.in,8777829173,2019,4,9.94,26,21,3,NULL,NULL
210000945,K8MpLUhp3gDOX6yX,Eshma Bansal,F,1993-10-05 00:00:00,eshma.bansal69@iitb.ac.in,9214670032,2021,2,8.21,22,17,8,NULL,NULL
210000946,6419R5oJkOUGQrZO,Suryansh Unnikrishnan,M,1997-06-07 00:00:00,suryansh.unnikrishnan21@iitb.ac.in,9989392054,2021,2,6.13,26,19,9,NULL,NULL
180000947,KDGwpMAVdsKGjP0O,Rakesh Chaturvedi,M,2000-07-27 00:00:00,rakesh.chaturvedi84@iitb.ac.in,9055691802,2018,5,8.64,18,15,2,NULL,NULL
200000948,cNT7kBFV2ncuV2qK,Yashwant Porwal,F,1996-09-10 00:00:00,yashwant.porwal53@iitb.ac.in,7094391302,2020,3,6.03,26,10,7,NULL,NULL
210000949,yp1KvLnV9vNQvTZI,Talin Krishna,M,1995-08-09 00:00:00,talin.krishna57@iitb.ac.in,7015919410,2021,2,7.71,10,13,11,NULL,NULL
190000950,Md8Y0J7lUyo076sG,Devansh Bhorkhade,M,1999-03-05 00:00:00,devansh.bhorkhade50@iitb.ac.in,9421617572,2019,4,7.37,24,12,3,NULL,NULL
210000951,9GlJS519V7VhiQIK,Meenu Grover,M,1997-05-24 00:00:00,meenu.grover36@iitb.ac.in,8461510386,2021,2,7.13,14,11,8,NULL,NULL
190000952,F9UrDt1HbtjyGDxj,Vijendra Baranwal,M,1999-11-13 00:00:00,vijendra.baranwal35@iitb.ac.in,8503786236,2019,4,6.84,24,4,4,NULL,NULL
210000953,fQzZHJkIhN4EiuI5,Kaushik Jaitley,M,1997-06-24 00:00:00,kaushik.jaitley24@iitb.ac.in,7119724904,2021,2,8.99,6,19,5,NULL,NULL
210000954,lvjfm5caFlyk8jJ4,Khushi Balot,F,1993-04-21 00:00:00,khushi.balot91@iitb.ac.in,9564119110,2021,2,6.97,8,13,5,NULL,NULL
210000955,4bxVI9Pl9QrkldCD,Sivaganesh Nag,F,1994-02-19 00:00:00,sivaganesh.nag75@iitb.ac.in,8034250399,2021,2,6.9,24,24,8,NULL,NULL
170000956,Tm4CbIcZ8Jj04oDv,Pushkar Adhya,M,1993-01-27 00:00:00,pushkar.adhya93@iitb.ac.in,9220185542,2017,6,9.45,22,12,12,NULL,NULL
210000957,IvxZIKBzz27uzSon,Akshat Khokhar,M,1994-04-15 00:00:00,akshat.khokhar96@iitb.ac.in,8500563491,2021,2,9.68,10,22,10,NULL,NULL
190000958,cowQ9znwPvLVLrL3,Ritank Mandadi,F,2000-10-07 00:00:00,ritank.mandadi76@iitb.ac.in,7050810969,2019,4,9.26,8,18,4,NULL,NULL
210000959,1FMZIbjD597t699D,Farhan Nair,F,1994-04-05 00:00:00,farhan.nair96@iitb.ac.in,7673577639,2021,2,7.74,16,24,8,NULL,NULL
210000960,JYuoejyUqxveheD6,Pranay Jassal,F,1996-09-14 00:00:00,pranay.jassal68@iitb.ac.in,9874918154,2021,2,7.89,8,3,5,NULL,NULL
190000961,0xtsb2DboHfKfcsw,Garima Kesarwani,F,2000-07-13 00:00:00,garima.kesarwani83@iitb.ac.in,9557649226,2019,4,8.07,24,2,3,NULL,NULL
210000962,jQZKmSK89FU8paHh,Vijendra Madala,F,1996-02-03 00:00:00,vijendra.madala10@iitb.ac.in,7718825158,2021,2,9.06,6,23,6,NULL,NULL
210000963,EuwPEjB4iQ7d1AN6,Satwik Gangwal,F,1993-09-18 00:00:00,satwik.gangwal92@iitb.ac.in,8964398718,2021,2,6.76,18,11,11,NULL,NULL
210000964,pjG6wWsWwJtVBt3f,Renu Kewlani,F,1993-05-14 00:00:00,renu.kewlani11@iitb.ac.in,7186160645,2021,2,8.43,4,20,5,NULL,NULL
210000965,0EaqLSd9ErLtUpRH,Pankhuri Shahid,F,1995-10-29 00:00:00,pankhuri.shahid20@iitb.ac.in,8275513626,2021,2,7.49,4,21,5,NULL,NULL
210000966,XilQqI8HwpHmqhYQ,Souvik Siraj,F,1996-10-26 00:00:00,souvik.siraj62@iitb.ac.in,7829906733,2021,2,8.23,16,1,9,NULL,NULL
210000967,KiyNgSwOd2nxEJkV,Chiranjeev Malviya,F,1997-01-25 00:00:00,chiranjeev.malviya8@iitb.ac.in,9667254328,2021,2,7.16,30,14,5,NULL,NULL
210000968,dZtFmARMx9qdUcHK,Vineeta Rawat,M,1995-06-04 00:00:00,vineeta.rawat93@iitb.ac.in,8624458386,2021,2,6.25,10,14,11,NULL,NULL
200000969,VKFg7yTpWVUA4prs,Thirukural Suman,F,1995-10-24 00:00:00,thirukural.suman73@iitb.ac.in,9745171383,2020,3,7.31,14,12,7,NULL,NULL
200000970,NQWhvak1MvbNHv9E,Sahil Chhipa,M,1993-11-10 00:00:00,sahil.chhipa77@iitb.ac.in,9809340653,2020,3,8.18,30,7,7,NULL,NULL
210000971,wynANiddhHoYZy2d,Snehit Pravesh,F,1996-06-27 00:00:00,snehit.pravesh42@iitb.ac.in,8273068747,2021,2,9.73,24,19,8,NULL,NULL
190000972,TBoWML6VkJWhWOwd,Ranjeeta Sonawane,F,1999-09-17 00:00:00,ranjeeta.sonawane86@iitb.ac.in,7288185393,2019,4,6.08,14,1,1,NULL,NULL
190000973,naWlOfAbmbemuoGZ,Nisha Islam,M,1999-01-31 00:00:00,nisha.islam39@iitb.ac.in,7674337000,2019,4,8.22,26,10,3,NULL,NULL
210000974,YDrQvEcZyeiVbG1h,Asad Wasif,F,1995-02-15 00:00:00,asad.wasif37@iitb.ac.in,8547563683,2021,2,7.09,4,2,10,NULL,NULL
170000975,G10fLo2m5sk2Nuvd,Aayushi Kansal,F,1993-01-30 00:00:00,aayushi.kansal78@iitb.ac.in,7552282713,2017,6,9.02,8,2,12,NULL,NULL
190000976,k7sBfpKnFVT9w3xT,Dhairya Aishwary,F,1999-04-10 00:00:00,dhairya.aishwary21@iitb.ac.in,8056835137,2019,4,8.4,30,20,4,NULL,NULL
210000977,LHgaPULD41jyOydE,Vanshika Aggrawal,M,1996-04-21 00:00:00,vanshika.aggrawal7@iitb.ac.in,7143741526,2021,2,8.18,24,16,5,NULL,NULL
180000978,4DkDcG1EocMJ8sBg,Rakesh Sarma,M,2001-09-10 00:00:00,rakesh.sarma96@iitb.ac.in,9221508249,2018,5,7.51,18,11,2,NULL,NULL
210000979,mjSTqQ2WVgWZIzgQ,Kausar Agarawal,M,1993-05-21 00:00:00,kausar.agarawal16@iitb.ac.in,8141607165,2021,2,9.91,26,10,9,NULL,NULL
210000980,qVtmQCeBl3U06W7g,Raghav Jhindal,Other,1997-02-19 00:00:00,raghav.jhindal60@iitb.ac.in,9911422377,2021,2,8.89,18,8,5,NULL,NULL
210000981,mGlBDBBCPddf72hz,Santosh Talwar,M,1994-11-21 00:00:00,santosh.talwar67@iitb.ac.in,9625398014,2021,2,7.09,12,15,5,NULL,NULL
190000982,M55Jb54WwSdPLhcx,Sudhakar Shankdhar,M,2001-04-17 00:00:00,sudhakar.shankdhar78@iitb.ac.in,9468678563,2019,4,8.53,18,12,4,NULL,NULL
190000983,FdoycogQ0DOBrD0U,Jagadeesh Pravesh,F,2001-05-05 00:00:00,jagadeesh.pravesh13@iitb.ac.in,9860504945,2019,4,9.51,12,9,4,NULL,NULL
210000984,lKnmVkLQox23Yko0,Maaz Gaur,F,1993-08-05 00:00:00,maaz.gaur6@iitb.ac.in,9631368513,2021,2,8.3,20,14,8,NULL,NULL
190000985,dOJEqBvuWMt8pUkE,Aeman Khobragade,M,2001-01-11 00:00:00,aeman.khobragade52@iitb.ac.in,8156924311,2019,4,7.66,4,8,1,NULL,NULL
210000986,pTjMyEY8VYoBkkRi,Shaileja Shiromani,M,1996-03-21 00:00:00,shaileja.shiromani37@iitb.ac.in,8642816280,2021,2,9.5,22,20,10,NULL,NULL
210000987,dJ0dWtM4NnID2TAW,Dolly Chaturvedi,M,1994-09-12 00:00:00,dolly.chaturvedi12@iitb.ac.in,8063342371,2021,2,9.49,2,3,8,NULL,NULL
170000988,Hjt6r6YYg6ge7rSU,Nikita Katiyar,M,1993-11-23 00:00:00,nikita.katiyar4@iitb.ac.in,7251138418,2017,6,9.78,6,10,12,NULL,NULL
190000989,YkbRKtaZfhAmSQeQ,Simaran Gautam,M,1999-05-30 00:00:00,simaran.gautam47@iitb.ac.in,7666548650,2019,4,8.08,2,8,4,NULL,NULL
190000990,4OgLa63GWq4O8kgU,Jashveer Hansdah,M,1999-11-15 00:00:00,jashveer.hansdah96@iitb.ac.in,8612276988,2019,4,7.41,8,8,3,NULL,NULL
210000991,QdN9nxqmNI5BKsev,Surendra Hosur,F,1996-08-02 00:00:00,surendra.hosur52@iitb.ac.in,9344554130,2021,2,7.12,24,18,8,NULL,NULL
210000992,CP5h8Ulu7eUQe5Xh,Omkant Dutt,M,1994-10-24 00:00:00,omkant.dutt38@iitb.ac.in,8750612601,2021,2,7.57,2,7,6,NULL,NULL
200000993,WEmporO1h1b0Uhdw,Vidit Katiyar,M,1996-09-06 00:00:00,vidit.katiyar14@iitb.ac.in,7926764716,2020,3,6.53,30,13,7,NULL,NULL
210000994,xBmHdjFs4iMMtzAf,Vipin Ganguly,F,1994-09-23 00:00:00,vipin.ganguly61@iitb.ac.in,7597891758,2021,2,9.81,10,8,9,NULL,NULL
190000995,0hnhwjtxRUN6UMUD,Toshit Sitaram,M,1999-10-01 00:00:00,toshit.sitaram53@iitb.ac.in,7652415178,2019,4,9.06,12,6,4,NULL,NULL
190000996,LiggDVZiSRK75kBZ,Sabareesh Gurubhaiye,M,2001-10-23 00:00:00,sabareesh.gurubhaiye50@iitb.ac.in,9606057351,2019,4,8.42,10,20,4,NULL,NULL
210000997,rQcVQMXTJ7O7G0Oo,Sahiti Anand,F,1996-06-28 00:00:00,sahiti.anand1@iitb.ac.in,8012172830,2021,2,9.1,28,5,8,NULL,NULL
190000998,96Le9Fk5fca786jE,Harshada Middinti,M,2001-06-28 00:00:00,harshada.middinti96@iitb.ac.in,8852422389,2019,4,9.86,16,10,3,NULL,NULL
190000999,02t56G6Zt17EC7E3,Gayathri Kushalappa,F,2000-08-18 00:00:00,gayathri.kushalappa68@iitb.ac.in,9741390202,2019,4,8.98,2,24,4,NULL,NULL
190001000,y6FAlwhUhQw11wcq,Nalin Akolkar,Other,2000-02-05 00:00:00,nalin.akolkar62@iitb.ac.in,9461428395,2019,4,7.07,10,4,3,NULL,NULL
210001001,3ZOaNF9OGRSKjJBA,Ankita Varghese,M,1997-03-30 00:00:00,ankita.varghese89@iitb.ac.in,7477323936,2021,2,6.74,2,7,10,NULL,NULL
200001002,ux1B3lU2fdbcIxeU,Prakash Mehta,F,1993-11-05 00:00:00,prakash.mehta72@iitb.ac.in,7571939120,2020,3,8.63,28,10,7,NULL,NULL
200001003,7AsCNIMR3mVUMumQ,Eshma Kushalappa,M,1995-02-02 00:00:00,eshma.kushalappa42@iitb.ac.in,9950511704,2020,3,6.73,2,23,7,NULL,NULL
210001004,chBkn44BYDpzLZ5j,Putta Darshan,F,1997-07-03 00:00:00,putta.darshan32@iitb.ac.in,8113875068,2021,2,9.58,30,8,11,NULL,NULL
190001005,pEg2vL5foVtzNDFq,Priyanshu Tewari,M,2001-03-27 00:00:00,priyanshu.tewari65@iitb.ac.in,9088891837,2019,4,9.14,2,4,4,NULL,NULL
180001006,nbQWRE4rIsCMo8Tx,Kunaal Chandel,M,1999-07-31 00:00:00,kunaal.chandel89@iitb.ac.in,8478654128,2018,5,7.04,8,23,2,NULL,NULL
210001007,BN0K5nZ3McOLIT5C,Vivek Sonwani,F,1996-03-28 00:00:00,vivek.sonwani2@iitb.ac.in,8603091530,2021,2,9.85,14,16,6,NULL,NULL
210001008,JDS6N5l2kIOjRuWj,Raashi Middinti,F,1996-05-31 00:00:00,raashi.middinti41@iitb.ac.in,8847141626,2021,2,8.9,30,3,11,NULL,NULL
180001009,9wEMQVs3uw3orhjK,Kandarp Kanojia,M,2001-06-20 00:00:00,kandarp.kanojia70@iitb.ac.in,9932196634,2018,5,9.56,18,23,2,NULL,NULL
210001010,aHSekQVSx5LGzNDF,Nisha Kavi,F,1994-09-17 00:00:00,nisha.kavi63@iitb.ac.in,9720619020,2021,2,6.94,22,23,5,NULL,NULL
190001011,frV2OCVWx47FKU3o,Tuhin Anwar,F,2001-03-03 00:00:00,tuhin.anwar83@iitb.ac.in,9883638487,2019,4,8.88,18,10,1,NULL,NULL
170001012,9GrxJBFoQ7N93wy6,Ajay Praveenchand,M,1996-04-25 00:00:00,ajay.praveenchand29@iitb.ac.in,9404458389,2017,6,6.53,10,16,12,NULL,NULL
210001013,RrfpDICELW300m53,Vyom Jha,F,1993-07-17 00:00:00,vyom.jha43@iitb.ac.in,7867787348,2021,2,7.87,4,12,6,NULL,NULL
210001014,KE9jX9SF9rXY6SoX,Nishtha Singam,M,1997-07-05 00:00:00,nishtha.singam61@iitb.ac.in,8895593631,2021,2,7.04,6,13,8,NULL,NULL
210001015,fNpcRDWM7eVFW0bi,Shahansha Bhattacharya,F,1997-07-03 00:00:00,shahansha.bhattacharya59@iitb.ac.in,7919556757,2021,2,7.37,30,19,6,NULL,NULL
210001016,ggVhjxE4vJenvjwz,Aayushi Maddipatla,M,1994-11-03 00:00:00,aayushi.maddipatla55@iitb.ac.in,9176090453,2021,2,9.57,30,12,6,NULL,NULL
210001017,BuwUZfLGSxdZGuiR,Rashi Saran,M,1993-02-01 00:00:00,rashi.saran60@iitb.ac.in,9718825616,2021,2,8.71,14,15,8,NULL,NULL
190001018,kKgZIIttRRE794Qq,Palak Vilas,F,2001-02-28 00:00:00,palak.vilas40@iitb.ac.in,9813044445,2019,4,8.52,30,15,3,NULL,NULL
200001019,dxc1cQ7yA0d4j7F0,Sugathan Yamala,F,1993-07-12 00:00:00,sugathan.yamala69@iitb.ac.in,9811866302,2020,3,7.68,8,6,7,NULL,NULL
210001020,LQoQZJqQwve9qrFg,Ambika Baddur,F,1997-09-22 00:00:00,ambika.baddur21@iitb.ac.in,8178810536,2021,2,7.09,18,13,9,NULL,NULL
190001021,Y7APYbfYYJR5cGSu,Punya Bhushan,F,1999-07-03 00:00:00,punya.bhushan57@iitb.ac.in,8815258254,2019,4,8.75,22,24,4,NULL,NULL
170001022,kP24hnmsXT7P7nNW,Pradip Mourya,F,1995-02-11 00:00:00,pradip.mourya80@iitb.ac.in,7069851765,2017,6,8.22,4,3,12,NULL,NULL
200001023,PCdvl36M17klKDnH,Ajeet Chowdhury,F,1994-10-17 00:00:00,ajeet.chowdhury94@iitb.ac.in,7499809703,2020,3,8.85,10,6,7,NULL,NULL
210001024,QFs2Vtd2c4dHATni,Arshad Gaur,F,1995-09-04 00:00:00,arshad.gaur64@iitb.ac.in,9617713295,2021,2,9.79,12,12,8,NULL,NULL
210001025,asTR8ml35r12TUhi,Manya Khandekar,M,1995-11-12 00:00:00,manya.khandekar69@iitb.ac.in,7407144721,2021,2,6.32,4,16,6,NULL,NULL
210001026,KTtBb3WZaxiOj7iI,Kishor Bharadwaj,F,1995-07-25 00:00:00,kishor.bharadwaj54@iitb.ac.in,8291482410,2021,2,9.47,24,18,10,NULL,NULL
210001027,yKmGm02M0nl69vAo,Toshit Waybhase,F,1996-02-29 00:00:00,toshit.waybhase46@iitb.ac.in,9938807185,2021,2,9.63,28,1,10,NULL,NULL
190001028,pAaqb02vQyZ7GiRC,Aryaman Vaish,F,2001-07-06 00:00:00,aryaman.vaish95@iitb.ac.in,7387865130,2019,4,8.31,20,23,3,NULL,NULL
190001029,jZOR9KyxM5DuqFWU,Alina Purwar,M,2001-11-04 00:00:00,alina.purwar68@iitb.ac.in,9813419785,2019,4,9.61,6,9,1,NULL,NULL
190001030,AZ5rl8HyAlASkBVh,Khushboo Bhattacharya,M,1999-03-12 00:00:00,khushboo.bhattacharya96@iitb.ac.in,9352273654,2019,4,7.36,22,21,4,NULL,NULL
210001031,ZIKOPP9bZeA8tVB0,Monica Rizwan,Other,1993-05-14 00:00:00,monica.rizwan97@iitb.ac.in,9747322397,2021,2,6.1,24,12,11,NULL,NULL
210001032,BASrF2wtvvTgbaGv,Purvi Atri,F,1997-11-24 00:00:00,purvi.atri34@iitb.ac.in,8139935805,2021,2,9.4,26,13,6,NULL,NULL
210001033,kywsjTNtK84CwKLq,Purnava Suresh,M,1993-04-10 00:00:00,purnava.suresh74@iitb.ac.in,7688708946,2021,2,9.12,4,3,11,NULL,NULL
210001034,KfWWF7eJoO0ZL2af,Sravani Puri,M,1993-03-05 00:00:00,sravani.puri88@iitb.ac.in,9666823841,2021,2,8.91,2,22,8,NULL,NULL
180001035,OmNMnWOIKqHNjQSZ,Utsav Mandadi,M,2000-01-11 00:00:00,utsav.mandadi7@iitb.ac.in,7700535678,2018,5,7.61,10,14,2,NULL,NULL
210001036,M8XOoNk6X61JPBz3,Siddhant Sinha,M,1997-12-16 00:00:00,siddhant.sinha74@iitb.ac.in,8496243624,2021,2,7.93,22,9,9,NULL,NULL
190001037,ceZTMAlCcObnfRbn,Nashra Dhaka,M,2001-04-13 00:00:00,nashra.dhaka7@iitb.ac.in,9814684414,2019,4,9.15,30,3,1,NULL,NULL
190001038,hV2WwNC1lHgYAeEr,Shilpa Chouhan,M,2001-05-18 00:00:00,shilpa.chouhan73@iitb.ac.in,7708264796,2019,4,6.75,8,18,4,NULL,NULL
190001039,CEexcOegRbOJJ97v,Asthana Kasniya,M,1999-10-06 00:00:00,asthana.kasniya19@iitb.ac.in,9637948290,2019,4,6.21,12,16,1,NULL,NULL
210001040,LWsZBbnVrfpPTcR1,Rupanjali Reddy,F,1996-08-26 00:00:00,rupanjali.reddy70@iitb.ac.in,9270854655,2021,2,9.74,14,23,8,NULL,NULL
200001041,AeutAtzqQyEQ9rX6,Anavi Bano,M,1993-09-11 00:00:00,anavi.bano47@iitb.ac.in,8595382561,2020,3,6.34,16,2,7,NULL,NULL
190001042,XAWbrwMmvYB2lRup,Udisha Gaikwad,M,1999-09-30 00:00:00,udisha.gaikwad38@iitb.ac.in,7983629514,2019,4,9.02,26,12,1,NULL,NULL
210001043,uHyBmPtjDDEsmIZx,Sahaj Bhorkhade,Other,1995-05-07 00:00:00,sahaj.bhorkhade53@iitb.ac.in,7974465888,2021,2,7.01,20,2,5,NULL,NULL
180001044,1SJefrFTiRvuR1Sr,Sony Chechani,M,1999-03-27 00:00:00,sony.chechani75@iitb.ac.in,9968450868,2018,5,6.92,12,15,2,NULL,NULL
200001045,vNjrv2hyoj2giqSV,Ujjwal Mann,M,1997-06-29 00:00:00,ujjwal.mann14@iitb.ac.in,7186995375,2020,3,6.24,6,9,7,NULL,NULL
190001046,06lmiCAraHGlw2QQ,Manali Sasidharan,M,2001-09-13 00:00:00,manali.sasidharan92@iitb.ac.in,8305541176,2019,4,7.27,10,11,3,NULL,NULL
200001047,tnuOJdYEOrMJMOqE,Khushboo Souza,F,1997-05-05 00:00:00,khushboo.souza81@iitb.ac.in,8010575314,2020,3,9.3,6,23,7,NULL,NULL
210001048,aOZfKOTrrPgoTFZ4,Nitya Fatima,M,1994-10-20 00:00:00,nitya.fatima74@iitb.ac.in,9145645545,2021,2,6.57,18,8,11,NULL,NULL
190001049,FcIl41UjXL7OwWe7,Utsav Heblikar,M,2001-09-22 00:00:00,utsav.heblikar60@iitb.ac.in,9316138878,2019,4,9.77,28,6,1,NULL,NULL
210001050,x2LC6MarEsAGObXv,Indu Kanchapu,F,1994-03-16 00:00:00,indu.kanchapu25@iitb.ac.in,9696482796,2021,2,8.83,18,1,5,NULL,NULL
210001051,9nJr62XMPbLGREhV,Ashit Dhaka,M,1994-10-24 00:00:00,ashit.dhaka18@iitb.ac.in,9302509142,2021,2,8.18,10,23,5,NULL,NULL
210001052,vggZX98GFaRubpNI,Mahato Zehra,M,1996-05-12 00:00:00,mahato.zehra16@iitb.ac.in,7396002305,2021,2,8.98,24,13,9,NULL,NULL
200001053,27LWB3vnoYYbHixX,Chirag Dahiya,Other,1993-11-30 00:00:00,chirag.dahiya50@iitb.ac.in,7096860263,2020,3,9.29,2,7,7,NULL,NULL
170001054,MWBmYaNjDDglRz9U,Poornima Paul,F,1997-03-24 00:00:00,poornima.paul81@iitb.ac.in,8936574410,2017,6,8.09,28,14,12,NULL,NULL
190001055,x8DZ8q3Anuql2beY,Swapnil Ashraf,F,2001-06-09 00:00:00,swapnil.ashraf25@iitb.ac.in,7923373641,2019,4,8.99,24,9,4,NULL,NULL
210001056,4cOv4nlMmwsnaWnj,Suresh Ruqaiya,F,1994-07-21 00:00:00,suresh.ruqaiya97@iitb.ac.in,7958776452,2021,2,8.87,8,9,11,NULL,NULL
210001057,Xqo9eDFjO1Z8uKIl,Digvijay Deshmukh,M,1993-04-05 00:00:00,digvijay.deshmukh49@iitb.ac.in,7006875621,2021,2,7.51,14,7,10,NULL,NULL
210001058,PHSXVjdWZtUV9CuX,Atishay Ahmad,F,1993-05-13 00:00:00,atishay.ahmad14@iitb.ac.in,9160644686,2021,2,8.63,24,9,8,NULL,NULL
190001059,HQOWvVXH83fBLyd7,Abhedhya Kavi,M,2000-04-05 00:00:00,abhedhya.kavi74@iitb.ac.in,9969550049,2019,4,7.06,12,13,3,NULL,NULL
190001060,dFEp1k9bxVzEvPEQ,Aaryan Purkayastha,F,1999-02-03 00:00:00,aaryan.purkayastha38@iitb.ac.in,9545781273,2019,4,9.31,12,19,4,NULL,NULL
190001061,LIQMvRZ385sdwCE4,Suramya Kushalappa,F,2001-07-03 00:00:00,suramya.kushalappa63@iitb.ac.in,9822068149,2019,4,9.43,12,7,1,NULL,NULL
180001062,tB2WVDMD26NfwHxt,Sapna Gujrati,Other,2001-08-15 00:00:00,sapna.gujrati14@iitb.ac.in,9210173508,2018,5,7.54,14,16,2,NULL,NULL
190001063,rOfMCH5nUe3ETRqA,Raj Baddur,F,2000-02-14 00:00:00,raj.baddur48@iitb.ac.in,8577717948,2019,4,8.71,24,5,1,NULL,NULL
210001064,tJFp6fafCO52Gkgs,Imaduddeen Madaan,F,1993-10-08 00:00:00,imaduddeen.madaan29@iitb.ac.in,7386595115,2021,2,9.56,24,18,8,NULL,NULL
190001065,UaQiYDcocGS6dTLl,Prajal Ray,M,2000-04-24 00:00:00,prajal.ray81@iitb.ac.in,9901769799,2019,4,8.95,14,11,4,NULL,NULL
210001066,jPEJyGFRZf38NGnz,Tripti Raza,F,1993-05-24 00:00:00,tripti.raza59@iitb.ac.in,8044917167,2021,2,7.18,22,13,8,NULL,NULL
210001067,arr6t8jfwfcw6L4o,Atul Kanojia,M,1993-01-31 00:00:00,atul.kanojia22@iitb.ac.in,7469991365,2021,2,7.18,22,11,6,NULL,NULL
210001068,TuW7ddMqPhaosrNu,Jahanvi Kairati,M,1997-05-28 00:00:00,jahanvi.kairati67@iitb.ac.in,9826923117,2021,2,7.99,8,9,11,NULL,NULL
210001069,xAcYPAi8B17O2G4n,Indu Saini,F,1997-10-06 00:00:00,indu.saini69@iitb.ac.in,9406726289,2021,2,8.95,22,18,11,NULL,NULL
210001070,XeQOJPWDPlLMDCG4,Bibhu Nischal,M,1997-04-30 00:00:00,bibhu.nischal10@iitb.ac.in,9353578126,2021,2,9.1,22,14,5,NULL,NULL
